area type,availability,location,size,society,total sqft,bath,balcony,price
super built up  area,ready to move,gollarapalya hosahalli,3 BHK,mauner,1605,3.0,2.0,50.0
super built up  area,ready to move,hennur road,5 BHK,grrvagr,5600,5.0,3.0,515.0
super built up  area,ready to move,somasundara palya,2 BHK,srhts p,1260,2.0,1.0,60.0
super built up  area,19 dec,hoodi,3 BHK,caycend,1553,3.0,2.0,83.09
super built up  area,ready to move,whitefield,2 BHK,bmttaor,1280,2.0,2.0,52.0
super built up  area,ready to move,hebbal,3 BHK,arade a,1550,2.0,2.0,75.0
super built up  area,ready to move,arekere,3 BHK,grrvagr,1445,2.0,2.0,125.0
super built up  area,ready to move,murugeshpalya,3 BHK,pintsap,1550,3.0,2.0,74.0
super built up  area,ready to move,electronics city phase 1,3 BHK,sndri n,1515,2.0,1.0,80.91
super built up  area,19 mar,hosa road,3 BHK,skume r,1332,2.0,1.0,86.12
super built up  area,ready to move,electronic city,3 BHK,briumri,1652,3.0,2.0,70.0
super built up  area,ready to move,hegde nagar,3 BHK,sonosty,1570,3.0,1.0,105.0
plot  area,ready to move,sarjapur  road,4 Bedroom,adeatlm,5400,4.0,3.0,725.0
super built up  area,ready to move,sector 2 hsr layout,1 BHK,dshtsow,794,1.0,1.0,60.0
plot  area,ready to move,seegehalli,3 Bedroom,grrvagr,1200,2.0,0.0,62.0
built up  area,ready to move,7th phase jp nagar,4 Bedroom,rbrwayo,3600,3.0,2.0,410.0
plot  area,ready to move,hosakerehalli,3 Bedroom,grrvagr,1200,3.0,2.0,175.0
super built up  area,ready to move,jp nagar,4 BHK,grrvagr,1650,3.0,1.0,220.0
plot  area,ready to move,chandra layout,4 Bedroom,grrvagr,600,2.0,1.0,85.0
super built up  area,ready to move,hrbr layout,3 BHK,vdenawa,2800,3.0,2.0,250.0
super built up  area,ready to move,sarjapur  road,3 BHK,socushi,1750,3.0,2.0,110.0
built up  area,ready to move,hebbal,2 BHK,grrvagr,1053,2.0,1.0,48.0
super built up  area,ready to move,kadubeesanahalli,3 BHK,srhan p,1665,3.0,3.0,70.0
plot  area,ready to move,outer ring road east,4 Bedroom,prstate,4051,4.0,3.0,345.0
plot  area,ready to move,malleshwaram,4 Bedroom,grrvagr,5500,5.0,1.0,1500.0
built up  area,ready to move,bommasandra,3 BHK,kbaleoy,1447,3.0,2.0,80.0
built up  area,ready to move,balagere,2 BHK,soresea,1012,2.0,1.0,75.0
super built up  area,ready to move,malleshpalya,3 BHK,saestde,1900,3.0,2.0,60.0
super built up  area,ready to move,narayanapura,2 BHK,arioshe,1308,2.0,2.0,92.66
super built up  area,ready to move,green glen layout,4 BHK,grrvagr,3250,4.0,2.0,230.0
super built up  area,ready to move,hormavu,1 BHK,grrvagr,1351,2.0,1.0,53.0
super built up  area,ready to move,electronic city,2 BHK,grrvagr,1000,2.0,2.0,22.0
plot  area,ready to move,j p nagar 7th phase ramayya city,4 Bedroom,grrvagr,1200,4.0,2.0,350.0
super built up  area,18 aug,gunjur,2 BHK,bmineis,1140,2.0,2.0,49.11
super built up  area,22 may,jakkur,4 BHK,soinec,2249.81 - 4112.19,4.0,0.0,260.5
built up  area,ready to move,uttarahalli,3 BHK,grrvagr,1250,2.0,1.0,55.0
super built up  area,ready to move,kanakapura,3 BHK,spavenc,1290,3.0,3.0,45.15
super built up  area,ready to move,garudachar palya,3 BHK,grrvagr,1320,2.0,2.0,60.6
built up  area,ready to move,akshaya nagar,3 BHK,dlhtsnd,1662,3.0,2.0,85.5
super built up  area,ready to move,shanthala nagar,5 BHK,kierser,8321,5.0,3.0,2700.0
built up  area,ready to move,koramangala,3 BHK,jalonht,1975,3.0,2.0,210.0
super built up  area,ready to move,garudachar palya,3 BHK,grrvagr,1295,2.0,2.0,59.5
super built up  area,ready to move,battarahalli,3 BHK,paontwa,1777,3.0,2.0,100.0
super built up  area,18 apr,kadugodi,3 BHK,grrvagr,1900,3.0,2.0,108.0
super built up  area,17 jul,anandapura,3 BHK,viensrk,1576,3.0,2.0,59.1
super built up  area,ready to move,sompura,2 BHK,grrvagr,1020,2.0,3.0,41.0
super built up  area,ready to move,green domain layout,3 BHK,grrvagr,2100,3.0,3.0,170.0
super built up  area,18 aug,raja rajeshwari nagar,1 BHK,prllsan,648,1.0,1.0,31.75
super built up  area,ready to move,neeladri nagar,3 BHK,adingsv,1167,2.0,1.0,38.0
plot  area,ready to move,vyalikaval,7 Bedroom,grrvagr,1000,7.0,3.0,160.0
super built up  area,ready to move,hoodi,2 BHK,grrvagr,1220,2.0,2.0,50.89
super built up  area,ready to move,kogilu,3 BHK,leora e,2350,5.0,1.0,327.0
super built up  area,ready to move,vittasandra,2 BHK,grrvagr,1259,2.0,1.0,67.4
built up  area,ready to move,gottigere,4 Bedroom,grrvagr,2000,4.0,2.0,82.0
super built up  area,ready to move,8th phase jp nagar,3 BHK,grrvagr,1800,3.0,1.0,80.0
built up  area,ready to move,cleveland town,3 BHK,coner c,1991,3.0,2.0,160.0
super built up  area,ready to move,bannerghatta,3 BHK,grrvagr,1665,3.0,3.0,110.0
built up  area,20 dec,"hoodi circle,",2 BHK,grrvagr,1234,2.0,1.0,61.0
super built up  area,ready to move,mysore road,3 BHK,grrvagr,1340,2.0,2.0,64.31
super built up  area,ready to move,banashankari,2 BHK,grrvagr,1170,2.0,2.0,46.79
built up  area,ready to move,electronics city phase 1,2 BHK,grrvagr,995,2.0,0.0,46.0
super built up  area,ready to move,old airport road,2 BHK,grrvagr,1075,2.0,2.0,60.0
super built up  area,18 apr,electronic city,2 BHK,grrvagr,1025,2.0,1.0,54.5
super built up  area,ready to move,rachenahalli,3 BHK,nrodsen,2721,3.0,2.0,113.0
super built up  area,ready to move,thanisandra,3 BHK,bhmesy,2000,3.0,2.0,99.0
super built up  area,ready to move,whitefield,4 BHK,sanne e,2500,4.0,3.0,155.0
super built up  area,ready to move,mallasandra,2 BHK,gmilse,1325,2.0,2.0,70.0
super built up  area,18 apr,kadugodi,2 BHK,alestrb,1314,2.0,3.0,68.2
super built up  area,21 feb,kanakpura road,3 BHK,grrvagr,2265,3.0,2.0,136.0
built up  area,ready to move,7th phase jp nagar,7 Bedroom,grrvagr,4800,7.0,0.0,170.0
super built up  area,21 dec,yelahanka,2 BHK,grrvagr,1026,2.0,1.0,41.0
built up  area,ready to move,syndicate bank colony,3 BHK,grrvagr,1200,3.0,2.0,66.0
built up  area,ready to move,kada agrahara,3 BHK,arineha,2220,4.0,2.0,65.0
super built up  area,18 sep,kr puram,2 BHK,mcnexva,1070 - 1315,2.0,0.0,51.22
super built up  area,18 dec,hebbal,2 BHK,mahosya,1420,2.0,1.0,99.39
super built up  area,ready to move,sarjapur  road,3 BHK,ceiti i,1888,4.0,1.0,95.0
super built up  area,18 may,jp nagar,2 BHK,shestut,1300,2.0,1.0,90.87
super built up  area,18 may,rajaji nagar,2 BHK,pumesim,1216,2.0,0.0,97.16
plot  area,19 dec,"off sarjapur road,",4 Bedroom,grrvagr,3000,4.0,3.0,342.0
built up  area,ready to move,begur,3 BHK,grrvagr,1559,3.0,2.0,63.0
super built up  area,ready to move,harlur,2 BHK,prncyrn,1290,2.0,1.0,87.0
plot  area,ready to move,m c layout,6 Bedroom,grrvagr,2400,6.0,2.0,245.0
built up  area,18 jun,whitefield,1 BHK,grrvagr,905,1.0,1.0,55.0
built up  area,ready to move,nanjappa layout,2 BHK,anazapl,1069,2.0,2.0,55.0
super built up  area,19 aug,sarjapura   attibele road,2 BHK,grrvagr,829,2.0,1.0,22.8
built up  area,ready to move,koramangala,2 BHK,proodt,1900,2.0,1.0,200.0
built up  area,ready to move,dodda banaswadi,5 Bedroom,grrvagr,3040Sq. Meter,5.0,1.0,140.0
built up  area,ready to move,sarjapur  road,3 BHK,mjinele,1300,3.0,2.0,60.0
super built up  area,ready to move,channasandra,2 BHK,unm 2el,1115,2.0,1.0,33.45
super built up  area,ready to move,rajaji nagar,3 BHK,pheston,2409,3.0,2.0,360.0
super built up  area,ready to move,ambedkar nagar,3 BHK,soechha,2150,4.0,2.0,125.0
super built up  area,19 mar,marathahalli,3 BHK,unezes,1305,2.0,1.0,69.0
super built up  area,20 dec,kanakpura road,2 BHK,golusli,1252,2.0,1.0,56.32
plot  area,ready to move,hosakerehalli,5 Bedroom,grrvagr,2400,5.0,2.0,250.0
plot  area,18 sep,whitefield,2 Bedroom,grrvagr,1200,2.0,1.0,46.13
built up  area,ready to move,koramangala,3 BHK,grrvagr,1750,3.0,1.0,130.0
super built up  area,ready to move,electronic city phase ii,2 BHK,assha a,545,1.0,1.0,35.0
plot  area,ready to move,bel layout,2 Bedroom,grrvagr,1375,2.0,1.0,105.0
super built up  area,ready to move,subramanyapura,2 BHK,chllsev,1313,2.0,2.0,66.5
plot  area,ready to move,attibele,4 Bedroom,grrvagr,3640,4.0,1.0,275.0
super built up  area,20 dec,akshayanagara east,3 BHK,grrvagr,1693,3.0,2.0,108.0
super built up  area,ready to move,jcr layout,2 BHK,arnamru,1160,2.0,1.0,41.75
plot  area,ready to move,sri kanteshwara nagar,3 Bedroom,grrvagr,1200,3.0,0.0,200.0
super built up  area,ready to move,subramanyapura,3 BHK,mayne a,1255,2.0,2.0,79.0
plot  area,ready to move,kr puram,4 Bedroom,grrvagr,1000,4.0,1.0,75.0
built up  area,ready to move,bellari road,2 BHK,pralmat,900,2.0,1.0,45.0
super built up  area,ready to move,yelahanka new town,3 BHK,cerasy,1700,3.0,2.0,90.0
carpet  area,ready to move,indira nagar,3 BHK,gonorir,1875,3.0,1.0,180.0
carpet  area,ready to move,uttarahalli,3 BHK,baveles,1700,3.0,2.0,88.0
super built up  area,ready to move,harlur,3 BHK,prncyrn,1749,3.0,2.0,115.0
plot  area,ready to move,dasanapura,2 Bedroom,grrvagr,1500,3.0,1.0,65.0
super built up  area,ready to move,varanasi,2 BHK,grrvagr,1175,2.0,1.0,48.0
built up  area,ready to move,akshaya nagar,2 BHK,grrvagr,1280,2.0,1.0,60.0
built up  area,ready to move,abbaiah reddy layout,2 BHK,krllael,1200,2.0,2.0,50.0
super built up  area,ready to move,ramagondanahalli,3 BHK,dneremo,1610,2.0,2.0,115.0
super built up  area,ready to move,electronic city,2 BHK,gmown e,1070,2.0,1.0,46.0
plot  area,ready to move,tc palaya,2 Bedroom,grrvagr,1200,2.0,0.0,66.0
super built up  area,19 dec,9th phase jp nagar,2 BHK,grrvagr,1127,2.0,1.0,50.0
built up  area,ready to move,indira nagar,2 BHK,vkvenas,1210,2.0,1.0,102.0
built up  area,ready to move,jyothi nagar,2 BHK,grrvagr,600,2.0,1.0,23.0
super built up  area,ready to move,thigalarapalya,4 BHK,prtanha,4190,4.0,3.0,380.0
super built up  area,ready to move,tata nagar,2 BHK,shensit,1364,2.0,2.0,70.0
super built up  area,ready to move,whitefield,4 BHK,arsiaex,2268,3.0,0.0,146.0
super built up  area,ready to move,rk layout 2nd stage,3 BHK,grrvagr,1150,2.0,2.0,77.5
super built up  area,ready to move,tirumanahalli,2 BHK,grrvagr,1146,2.0,1.0,39.5
built up  area,ready to move,magadi road,2 BHK,dsellil,1345,2.0,2.0,55.0
super built up  area,ready to move,mylasandra,2 BHK,laowsba,1110,2.0,2.0,41.0
built up  area,ready to move,kengeri,2 BHK,vbvenal,750,2.0,1.0,36.0
built up  area,ready to move,motappa layout,2 BHK,puodse,1156,2.0,2.0,49.5
super built up  area,ready to move,pattandur agrahara,2 BHK,arvasv,1247,2.0,1.0,59.8
super built up  area,ready to move,mangammanapalya,2 BHK,grrvagr,1058,2.0,2.0,60.0
super built up  area,ready to move,kaggalipura,2 BHK,baowsig,950,2.0,1.0,48.0
super built up  area,ready to move,vasanthapura,2 BHK,grrvagr,420,2.0,0.0,35.0
plot  area,ready to move,btm 1st stage,4 Bedroom,grrvagr,600,2.0,2.0,90.0
super built up  area,21 jun,vijayanagar,3 BHK,saityat,1520,2.0,1.0,103.0
built up  area,ready to move,raghuvanahalli,1 BHK,grrvagr,900,1.0,1.0,30.0
super built up  area,ready to move,hennur road,3 BHK,samittv,2350,3.0,2.0,174.0
super built up  area,ready to move,thanisandra,2 BHK,grrvagr,1050,2.0,2.0,46.0
super built up  area,ready to move,devarabeesana halli,3 BHK,sorisa,1672,3.0,2.0,150.0
plot  area,ready to move,laggere,5 Bedroom,grrvagr,2800,5.0,2.0,125.0
super built up  area,ready to move,mcechs  layout,3 BHK,grrvagr,1500,2.0,2.0,65.0
super built up  area,ready to move,geddalahalli,2 BHK,grrvagr,1400,2.0,2.0,65.0
plot  area,18 may,whitefield,4 Bedroom,prtates,500Sq. Yards,4.0,2.0,378.0
built up  area,ready to move,8th phase jp nagar,4 Bedroom,grrvagr,2700,4.0,2.0,130.0
super built up  area,18 may,bommasandra,2 BHK,ssestth,920,2.0,1.0,37.46
plot  area,18 feb,sarjapur  road,3 Bedroom,cetattu,1200,3.0,2.0,70.0
built up  area,ready to move,brindavan nagar,3 BHK,mancy r,1250,3.0,2.0,139.0
super built up  area,18 mar,hosakerehalli,3 BHK,soagehe,1817,4.0,2.0,153.0
plot  area,ready to move,cooke town,5 Bedroom,grrvagr,2043,6.0,2.0,375.0
built up  area,ready to move,yelahanka,4 Bedroom,grrvagr,4346,4.0,1.0,450.0
super built up  area,ready to move,haralur road,2 BHK,nrowse,1464,2.0,2.0,56.0
super built up  area,ready to move,ambedkar colony,2 BHK,rmcesa,1468,3.0,2.0,130.0
super built up  area,ready to move,electronics city phase 1,3 BHK,sndri n,1555,2.0,1.0,82.0
plot  area,ready to move,munnekollal,6 Bedroom,grrvagr,1200,4.0,2.0,110.0
built up  area,ready to move,whitefield,2 BHK,snadear,1150,2.0,0.0,55.0
super built up  area,19 oct,kadubeesanahalli,2 BHK,grrvagr,970,2.0,1.0,35.0
super built up  area,18 may,banashankari,4 BHK,grrvagr,2500,4.0,3.0,95.0
super built up  area,ready to move,seetharampalya,2 BHK,mazler,1166,2.0,1.0,53.0
plot  area,ready to move,konanakunte,3 Bedroom,prasa w,2779,3.0,1.0,317.0
super built up  area,ready to move,electronic city,3 BHK,palleon,1350,3.0,2.0,58.0
built up  area,ready to move,mariyannapalya,2 BHK,grrvagr,900,2.0,3.0,46.0
built up  area,ready to move,kanaka nagar,3 BHK,soersto,1190,3.0,1.0,55.0
super built up  area,ready to move,kodichikkanahalli,3 BHK,suntsan,1495,2.0,2.0,75.0
built up  area,ready to move,indira nagar,2 BHK,riousd,1224,2.0,2.0,105.0
super built up  area,ready to move,banashankari stage iii,3 BHK,mandsi,1350,2.0,2.0,68.0
built up  area,ready to move,green glen layout,2 BHK,mazzo p,940,2.0,1.0,56.8
super built up  area,ready to move,raja rajeshwari nagar,2 BHK,dwntsap,1100,2.0,1.0,55.0
super built up  area,ready to move,kaikondrahalli,2 BHK,sheurre,1300,2.0,2.0,61.0
built up  area,ready to move,palace road,3 BHK,grrvagr,1480,2.0,0.0,145.0
super built up  area,ready to move,hoodi,2 BHK,grrvagr,1105,2.0,2.0,46.37
plot  area,17 jun,sarjapur  road,3 Bedroom,azthebr,2600,3.0,2.0,200.0
super built up  area,21 mar,yelahanka,3 BHK,goues a,1517,3.0,2.0,76.3
built up  area,ready to move,horamavu banaswadi,6 Bedroom,grrvagr,3800,8.0,0.0,200.0
super built up  area,ready to move,jalahalli,3 BHK,grrvagr,1615,3.0,2.0,89.75
super built up  area,ready to move,mcechs  layout,3 BHK,grrvagr,1500,3.0,2.0,65.0
super built up  area,ready to move,mysore road,3 BHK,grrvagr,1082,3.0,1.0,50.5
super built up  area,ready to move,marathahalli,2 BHK,vaoodar,1365,2.0,2.0,73.0
super built up  area,ready to move,electronic city,2 BHK,itelaa,1000,2.0,3.0,25.0
super built up  area,ready to move,cv raman nagar,2 BHK,pu270a,1392,2.0,1.0,98.0
super built up  area,18 apr,kodigehalli,2 BHK,grrvagr,1086,2.0,1.0,33.66
super built up  area,ready to move,hennur road,3 BHK,chionco,1586,3.0,3.0,93.94
built up  area,ready to move,hennur,2 BHK,grrvagr,1100,2.0,1.0,60.0
super built up  area,18 may,electronic city phase ii,2 BHK,sryalan,1065,2.0,1.0,30.75
plot  area,ready to move,tc palaya,3 Bedroom,grrvagr,1500,2.0,1.0,120.0
built up  area,ready to move,7th phase jp nagar,3 BHK,eladero,1575,2.0,2.0,120.0
super built up  area,ready to move,hennur road,3 BHK,grrvagr,1975,3.0,3.0,123.0
super built up  area,ready to move,nelamangala,2 BHK,grrvagr,820,2.0,2.0,24.0
super built up  area,ready to move,gubbalala,3 BHK,mauiltr,1745,3.0,2.0,110.0
super built up  area,ready to move,nagarbhavi,2 BHK,svdhaig,1223,2.0,1.0,60.0
super built up  area,ready to move,ananth nagar,3 BHK,grrvagr,1200,2.0,1.0,65.0
super built up  area,ready to move,basaveshwara nagar,2 BHK,niine j,1200,2.0,0.0,90.0
super built up  area,19 dec,binny pete,1 BHK,she 2rk,665,1.0,1.0,46.08
super built up  area,ready to move,bharathi nagar,2 BHK,foapewa,1351,2.0,2.0,70.0
super built up  area,18 dec,hebbal,3 BHK,magiaya,1355,3.0,1.0,83.87
built up  area,ready to move,sector 7 hsr layout,3 BHK,grrvagr,3900,3.0,2.0,300.0
super built up  area,18 nov,thanisandra,3 BHK,grrvagr,1588,3.0,1.0,75.55
carpet  area,ready to move,amruthahalli,2 BHK,grrvagr,900,2.0,1.0,60.0
plot  area,ready to move,bhuvaneshwari nagar,3 Bedroom,grrvagr,440,3.0,0.0,50.0
built up  area,18 feb,harlur,4 Bedroom,grrvagr,3385,4.0,2.0,260.0
super built up  area,ready to move,panathur,3 BHK,saite g,1370,2.0,2.0,75.0
plot  area,18 dec,whitefield,3 Bedroom,grrvagr,1500,3.0,1.0,71.8
super built up  area,ready to move,pulikeshi nagar,3 BHK,grrvagr,2280,3.0,2.0,285.0
super built up  area,21 dec,kanakpura road,3 BHK,grrvagr,1100,3.0,2.0,53.0
built up  area,ready to move,hoodi,2 BHK,adion m,1247,2.0,0.0,53.0
super built up  area,19 dec,domlur layout,3 BHK,grrvagr,2000,3.0,2.0,200.0
super built up  area,18 jul,balagere,2 BHK,soresea,1020.07,2.0,1.0,68.38
super built up  area,19 dec,gunjur palya,3 BHK,grrvagr,1033,2.0,2.0,32.0
built up  area,ready to move,b narayanapura,3 BHK,niidet,1460,2.0,3.0,73.0
super built up  area,ready to move,garudachar palya,2 BHK,grrvagr,1150,2.0,2.0,52.8
super built up  area,ready to move,sarjapur  road,5 BHK,maana e,5965,5.0,2.0,385.0
super built up  area,ready to move,babusapalaya,2 BHK,grrvagr,1141,2.0,1.0,46.0
super built up  area,ready to move,yelahanka,4 BHK,niareum,2806 - 3019,6.0,0.0,125.5
plot  area,ready to move,doddaballapur,4 Bedroom,grrvagr,4200,4.0,3.0,325.0
super built up  area,18 jul,hosa road,3 BHK,sosisic,1665,2.0,3.0,125.0
super built up  area,18 dec,kanakapura,2 BHK,goityet,1295,2.0,2.0,64.0
super built up  area,18 aug,haralur road,2 BHK,snnia e,1230,2.0,1.0,78.0
super built up  area,ready to move,anand nagar,3 BHK,grrvagr,1080,2.0,2.0,75.0
super built up  area,ready to move,kaggalipura,2 BHK,baowsig,1000,2.0,1.0,60.0
super built up  area,ready to move,kaval byrasandra,3 BHK,grrvagr,2400,2.0,0.0,50.0
super built up  area,19 dec,whitefield,1 BHK,goted u,613 - 648,1.0,0.0,32.79
super built up  area,18 may,rayasandra,3 BHK,grrvagr,1708,3.0,2.0,75.0
super built up  area,ready to move,thanisandra,3 BHK,soitya,1697,3.0,2.0,115.0
super built up  area,ready to move,whitefield,4 BHK,t zedze,3537,5.0,3.0,210.0
super built up  area,19 mar,hosa road,1 BHK,skume r,615,1.0,1.0,28.29
built up  area,ready to move,banashankari,3 BHK,naashi,1350,2.0,0.0,83.0
super built up  area,ready to move,kanakpura road,3 BHK,wiowsri,1430 - 1630,2.0,2.0,66.4
super built up  area,19 dec,jalahalli,2 BHK,dsata s,1083,2.0,1.0,32.49
super built up  area,ready to move,gottigere,3 BHK,srtusi,1460,2.0,2.0,65.0
super built up  area,ready to move,babusapalaya,2 BHK,grrvagr,1084,2.0,1.0,58.0
super built up  area,18 may,bommasandra,2 BHK,ssestth,1035,2.0,1.0,41.43
super built up  area,ready to move,vijaya bank layout,3 BHK,grrvagr,2400,2.0,1.0,150.0
super built up  area,ready to move,hosur road,1 BHK,sliewce,460,1.0,1.0,21.0
super built up  area,ready to move,narayanappa layout,5 BHK,grrvagr,950,5.0,2.0,90.0
super built up  area,ready to move,whitefield,2 BHK,iseenst,1285,2.0,2.0,55.9
super built up  area,ready to move,1hanuman nagar,19 BHK,grrvagr,2000,16.0,2.0,490.0
plot  area,ready to move,sarjapur,3 Bedroom,inensba,1200,3.0,2.0,78.0
built up  area,ready to move,raghuvanahalli,2 BHK,srncykh,1070,2.0,1.0,35.0
super built up  area,ready to move,hegde nagar,3 BHK,soitaca,1801,3.0,2.0,140.0
super built up  area,18 dec,whitefield,3 BHK,prtates,1697,3.0,2.0,115.0
super built up  area,ready to move,aecs layout,2 BHK,cmoryma,1199,2.0,2.0,65.0
super built up  area,ready to move,iblur village,3 BHK,emine p,2300,3.0,1.0,220.0
super built up  area,ready to move,mysore road,3 BHK,grrvagr,1340,2.0,3.0,64.31
super built up  area,ready to move,marathahalli,4 BHK,puerari,3800,4.0,3.0,205.0
plot  area,ready to move,jigani,5 Bedroom,grrvagr,600,5.0,2.0,50.0
super built up  area,ready to move,wilson garden,2 BHK,gonoril,1125,2.0,1.0,75.0
plot  area,ready to move,anandapura,2 Bedroom,grrvagr,1200,2.0,1.0,67.0
built up  area,ready to move,subramanyapura,2 BHK,srnumum,1050,2.0,3.0,41.0
built up  area,ready to move,nagarbhavi,2 BHK,jaiewke,956,2.0,1.0,49.0
super built up  area,ready to move,sarjapur,2 BHK,sondaka,1000,2.0,2.0,30.0
built up  area,ready to move,dooravani nagar,3 BHK,puceswn,1596,3.0,0.0,95.0
plot  area,ready to move,kumbhena agrahara,6 Bedroom,grrvagr,1200,5.0,1.0,150.0
super built up  area,19 jul,kanakpura road,2 BHK,soazak,1296,2.0,3.0,89.06
plot  area,ready to move,ns palya,6 Bedroom,grrvagr,1200,7.0,2.0,170.0
built up  area,ready to move,challaghatta,3 BHK,shanasp,1639,3.0,3.0,123.0
super built up  area,ready to move,electronic city phase ii,2 BHK,coomee,1219,2.0,1.0,61.25
built up  area,ready to move,uttarahalli,3 BHK,grrvagr,1200,3.0,1.0,50.0
super built up  area,ready to move,bannerghatta road,2 BHK,grrvagr,1218,2.0,1.0,73.0
super built up  area,ready to move,nyanappana halli,2 BHK,grrvagr,920,2.0,3.0,37.0
super built up  area,ready to move,yeshwanthpur,3 BHK,ibityin,2559,3.0,2.0,141.0
super built up  area,22 dec,2nd phase judicial layout,1 BHK,grrvagr,525,1.0,1.0,26.0
super built up  area,18 feb,bannerghatta road,3 BHK,dsnjh s,1427,2.0,2.0,48.51
super built up  area,18 apr,kothannur,3 BHK,grrvagr,1270,3.0,2.0,45.0
built up  area,ready to move,ramagondanahalli,2 BHK,svovelm,920,2.0,3.0,65.0
built up  area,ready to move,dommasandra,4 Bedroom,grrvagr,2700,3.0,2.0,68.0
super built up  area,ready to move,indira nagar 3rd stage,3 BHK,grrvagr,1740,3.0,2.0,199.0
